===== Starting battle of <PatientBot> vs <DecoyMaster> with memory tape size: 16 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >43 | -1 | -1 | 1 | 1 | -1 | -1 | 1 | -1 | 0 | 9 | -10 | 30 | -28< | 128 ]
[ 128 | >44 | -1 | -1 | 1 | 1 | -1 | -1 | 1 | -1 | 0 | 9 | -10 | 30 | -29< | 128 ]
[ 128 | >45 | -1 | -1 | 1 | 1 | -1 | -1 | 1 | -1 | 0 | 9 | -10 | 30 | -30< | 128 ]
[ 128 | >46 | -1 | -1 | 1 | 1 | -1 | -1 | 1 | -1 | 0 | 9 | -10 | 30< | -30 | 128 ]
[ 128 | >47 | -1 | -1 | 1 | 1 | -1 | -1 | 1 | -1 | 0 | 9 | -10< | 30 | -30 | 128 ]
[ 128 | >48 | -1 | -1 | 1 | 1 | -1 | -1 | 1 | -1 | 0 | 9< | -10 | 30 | -30 | 128 ]
[ 128 | >49 | -1 | -1 | 1 | 1 | -1 | -1 | 1 | -1 | 0< | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >50 | -1 | -1 | 1 | 1 | -1 | -1 | 1 | -1 | 1< | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >51 | -1 | -1 | 1 | 1 | -1 | -1 | 1 | -1< | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >52 | -1 | -1 | 1 | 1 | -1 | -1 | 1 | 0< | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >53 | -1 | -1 | 1 | 1 | -1 | -1 | 1< | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >54 | -1 | -1 | 1 | 1 | -1 | -1 | 0< | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >55 | -1 | -1 | 1 | 1 | -1 | -1< | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >56 | -1 | -1 | 1 | 1 | -1 | -2< | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >57 | -1 | -1 | 1 | 1 | -1< | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >58 | -1 | -1 | 1 | 1 | -1< | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >59 | -1 | -1 | 1 | 1 | -2< | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >60 | -1 | -1 | 1 | 1 | -2< | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >61 | -1 | -1 | 1 | 1 | -1< | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >62 | -1 | -1 | 1 | 1 | 0< | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >63 | -1 | -1 | 1 | 1 | 0< | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >64 | -1 | -1 | 1 | 1 | 0< | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >65 | -1 | -1 | 1 | 1 | 0< | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >66 | -1 | -1 | 1 | 1 | 1< | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >67 | -1 | -1 | 1 | 1< | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >68 | -1 | -1 | 1 | 1< | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >69 | -1 | -1 | 1 | 0< | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >70 | -1 | -1 | 1 | 0< | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >71 | -1 | -1 | 1 | 0< | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >72 | -1 | -1 | 1 | 1< | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >73 | -1 | -1 | 1< | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >74 | -1 | -1 | 1< | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >75 | -1 | -1 | 0< | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >76 | -1 | -1 | 0< | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >77 | -1 | -1 | 0< | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >78 | -1 | -1 | 1< | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >79 | -1 | -1< | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >80 | -1 | -1< | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >81 | -1 | -2< | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >82 | -1 | -2< | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >83 | -1 | -1< | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >84 | -1 | 0< | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >85 | -1 | 0< | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >86 | -1 | 0< | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >87 | -1 | 0< | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >88 | -1 | 1< | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >89 | -1< | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >90 | -1< | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >91 | -2< | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >92 | -2< | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >93 | -1< | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >94 | 0< | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >95 | 0< | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >96 | 0< | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >97 | 0< | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >98 | 1< | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >99< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >100< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >100< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >101< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >103< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >105< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >106< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >108< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >110< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >112< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >114< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >116< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >118< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >120< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >122< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >124< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >126< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >127< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >127< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >128< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >128< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-127< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-127< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-126< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-126< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-125< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-125< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-124< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-124< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-123< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-123< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-122< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-122< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-121< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-121< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-120< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-120< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-119< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-119< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-118< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-118< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-117< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-117< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-116< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-116< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-115< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-115< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-114< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-114< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-113< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-113< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-112< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-112< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-111< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-111< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-110< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-110< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-109< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-109< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-108< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
[ 128 | >-108< | 1 | 1 | 1 | 1 | 1 | -2 | 0 | 0 | 1 | 9 | -10 | 30 | -30 | 128 ]
